icd9_code,icd10_code,rank,reason
24901,E0965,2,"This code represents drug or chemical induced diabetes mellitus with hyperglycemia. While the ICD-9 code doesn't specify the cause, 'secondary diabetes mellitus' could potentially be drug-induced, although 'due to underlying condition' is a more common interpretation of secondary diabetes. The 'uncontrolled' aspect maps to 'hyperglycemia'."
24920,E1300,1,"The ICD-9 code specifies 'secondary diabetes mellitus' and 'hyperosmolarity'. E1300 captures 'other specified diabetes mellitus' which can include secondary types, and explicitly includes 'hyperosmolarity'. It excludes coma, aligning with the ICD-9 code's lack of mention of coma."
24920,E0801,2,"This code includes 'diabetes mellitus due to underlying condition' (secondary diabetes) and 'hyperosmolarity'. However, it specifies 'with coma', which is not mentioned in the ICD-9 code. The ICD-9 code states 'not stated as uncontrolled, or unspecified', which doesn't explicitly exclude coma but doesn't confirm it either. The presence of coma makes it less specific than E1300."
24920,E0901,3,"This code includes 'hyperosmolarity' and 'with coma'. However, it specifies 'drug or chemical induced diabetes mellitus', which is a specific type of secondary diabetes, but not the general category implied by the ICD-9 code. The presence of coma also makes it less specific than E1300."
24940,E0821,1,The ICD-9 code specifies 'secondary diabetes mellitus' which implies diabetes due to an underlying condition. The ICD-10 code E0821 directly maps this concept ('diabetes mellitus due to underlying condition') and includes the specified renal manifestation ('diabetic nephropathy').
24940,E0921,2,"This code represents drug or chemical induced diabetes, which is a specific type of secondary diabetes. While the ICD-9 code doesn't specify the cause of the secondary diabetes, E0921 is a plausible, though less direct, match than E0821 as it captures the 'secondary' aspect and the renal manifestation."
24970,E1359,1,"This code captures 'diabetes mellitus' and 'other circulatory complications', which is semantically closest to 'peripheral circulatory disorders'. It's the most general and appropriate match among the candidates."
24970,E0851,2,"This code specifies 'diabetes mellitus due to underlying condition' and 'diabetic peripheral angiopathy'. While it includes a circulatory complication, it adds the detail of an 'underlying condition' not present in the ICD-9 description, making it less general than E1359."
24970,E0951,3,"This code specifies 'drug or chemical induced diabetes mellitus', which is a specific type of diabetes not indicated in the ICD-9 description. It also includes 'diabetic peripheral angiopathy', but the type of diabetes is a mismatch."
24990,E088,1,"The ICD-9 code '24990' specifies 'Secondary diabetes mellitus', which aligns semantically with 'Diabetes mellitus due to underlying condition' in E088. Both also share the 'unspecified complication' component."
24990,E138,2,"E138 represents 'Other specified diabetes mellitus'. While 'Secondary diabetes' is a type of specified diabetes, E088 is a more direct semantic match for 'Secondary'. E138 is less specific than E088 in capturing the 'secondary' nature."
24990,E098,3,"E098 refers to 'Drug or chemical induced diabetes mellitus'. The ICD-9 code '24990' specifies 'Secondary diabetes mellitus', which implies an underlying condition, not necessarily drug/chemical induction. Thus, E098 is semantically distinct."
25010,E1110,1,Directly maps 'Type II or unspecified type' diabetes with 'ketoacidosis'. The 'not stated as uncontrolled' aspect is implicitly handled by the absence of a specific code for uncontrolled ketoacidosis in this context. 'without coma' is the default state unless otherwise specified.
25010,E1310,2,"Captures 'ketoacidosis' but uses 'Other specified diabetes mellitus', which is less specific than the 'Type II or unspecified type' in the ICD-9 code. It's a potential match for the 'unspecified type' part, but less ideal than E1110 for 'Type II'."
25010,E1169,3,"This code represents 'Type 2 diabetes mellitus with other specified complication'. While ketoacidosis is a complication, E1110 specifically codes for ketoacidosis. E1169 is too general and doesn't capture the specific complication mentioned in the ICD-9 code."
25020,E1100,1,"This code directly maps the core concepts: Type 2 diabetes (E11), hyperosmolarity, and the absence of coma, mirroring the ICD-9 description which specifies 'not stated as uncontrolled' (implying no coma)."
25020,E1101,2,"This code captures Type 2 diabetes and hyperosmolarity, but specifies the presence of coma, which contradicts the ICD-9 description 'not stated as uncontrolled'."
25030,E1111,1,"The ICD-9 code specifies 'diabetes with other coma' and 'type II or unspecified type'. E1111 specifically describes 'Type 2 diabetes mellitus with ketoacidosis with coma'. Ketoacidosis is a specific type of coma associated with diabetes, fitting the 'other coma' category better than hypoglycemia, and 'Type 2' aligns with the ICD-9 code."
25030,E11641,2,"The ICD-9 code specifies 'diabetes with other coma' and 'type II or unspecified type'. E11641 describes 'Type 2 diabetes mellitus with hypoglycemia with coma'. While 'hypoglycemia with coma' is a possible 'other coma', ketoacidosis (E1111) is a more common and direct association with diabetic coma when not otherwise specified. However, E11641 still captures the 'Type 2 diabetes' and 'coma' elements."
25031,E1011,1,"ICD-9 specifies 'diabetes with other coma' for type I. Ketoacidosis is a common cause of coma in type I diabetes and is explicitly coded with coma in ICD-10. While 'other coma' is vague, ketoacidosis is a plausible and specific interpretation, making this the best fit among the candidates."
25031,E10641,2,"Hypoglycemia can also cause coma in type I diabetes. This code captures the coma aspect. However, ketoacidosis (E1011) is often considered a more classic or defining severe complication leading to coma in type I diabetes compared to hypoglycemia, making E1011 slightly better."
25050,E11311,1,"This code captures type 2 diabetes with an ophthalmic manifestation (diabetic retinopathy with macular edema), which aligns well with the ICD-9 description. While the ICD-9 code doesn't specify macular edema, it's a common and significant ophthalmic manifestation."
25050,E11319,2,"This code captures type 2 diabetes with an ophthalmic manifestation (unspecified diabetic retinopathy without macular edema). It's a good match for the 'ophthalmic manifestations' part of the ICD-9 code, although less specific than E11311 if macular edema is present."
25050,E1136,3,"This code captures type 2 diabetes with diabetic cataract, another ophthalmic manifestation. It's a plausible match, but retinopathy is often considered the primary 'ophthalmic manifestation' implied by the ICD-9 code unless otherwise specified."
25050,E1139,4,"This code is a catch-all for other diabetic ophthalmic complications. It's less specific than the other options and should only be used if the specific manifestation (like retinopathy or cataract) is not documented, which contradicts the ICD-9 code indicating a known ophthalmic manifestation."
25051,E1039,1,"This code directly maps to 'Diabetes with ophthalmic manifestations' which is the core meaning of the ICD-9 code. 'Other diabetic ophthalmic complication' is a general category encompassing various eye issues related to diabetes, aligning well with the non-specific 'ophthalmic manifestations' in the ICD-9 code. It captures the essence without assuming a specific complication like retinopathy or cataract."
25051,E10311,2,"This code specifies 'Type 1 diabetes mellitus with unspecified diabetic retinopathy with macular edema'. While 'ophthalmic manifestations' could include retinopathy, this code is quite specific about both the type of retinopathy (unspecified) and the presence of macular edema. It's a plausible interpretation of 'ophthalmic manifestations' but less general than E1039."
25051,E10319,3,"Similar to E10311, this code specifies 'Type 1 diabetes mellitus with unspecified diabetic retinopathy without macular edema'. This is another plausible interpretation of 'ophthalmic manifestations' focusing on retinopathy, but it's specific and excludes macular edema, which might be present. Less general than E1039."
25051,E1036,4,"This code specifies 'Type 1 diabetes mellitus with diabetic cataract'. Cataracts are a known ophthalmic manifestation of diabetes. However, the ICD-9 code uses the general term 'ophthalmic manifestations', and this code assumes cataracts specifically, which might not be the case. It's a possible interpretation but less broad than E1039."
25051,E1037X1,5,"This code specifies 'Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment, right eye'. The ICD-9 code does not mention resolution or laterality (right eye). This code adds information not present in the original code and specifies a particular complication (macular edema)."
